"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_02002","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","Tintinnidae","Amphorides","Amphorides_quadrilineata",100,100,100,100,100,100,100,100,100
"ASV_02003","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadea_X","Picomonadea_XX","Picomonadea_XXX","Picomonadea_XXX_sp.",100,100,100,100,100,57,57,57,57
"ASV_02004","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02005","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02006","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Sarsamphiascus","Sarsamphiascus_kawamurai",100,100,100,100,100,100,100,75,67
"ASV_02007","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,100,100,100,100,100,100,100,100,44
"ASV_02008","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-36","Dino-Group-II-Clade-36_X","Dino-Group-II-Clade-36_X_sp.",100,100,100,100,100,100,50,50,50
"ASV_02009","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae",NA,NA,100,84,82,82,54,54,54,12,12
"ASV_02010","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3E","MAST-3E_sp.",100,100,100,100,100,99,99,85,85
"ASV_02011","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02012","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02013","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB16","Labyrinthulomycetes_LAB16_X","Labyrinthulomycetes_LAB16_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02014","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,100,80,49,49
"ASV_02015","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1D","MAST-1D_sp.",100,98,98,93,76,76,75,75,75
"ASV_02016","Eukaryota","Obazoa","Apusomonada","Apusomonada_X","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Apusomonadidae_Group-1_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02017","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia_striata",100,100,100,100,100,100,100,100,97
"ASV_02018","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Perophora","Perophora_japonica",100,100,100,100,100,100,100,88,82
"ASV_02019","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Mediolabrus","Mediolabrus_comicus",100,100,100,100,100,100,100,100,100
"ASV_02020","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp.",100,100,100,100,100,100,100,100,100
"ASV_02021","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Syndinium-Group","Syndinium","Syndinium_turbo",100,99,99,99,86,83,54,54,53
"ASV_02022","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventricleftida_X","Ventricleftida_XX","Ventricleftida_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02023","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Fibrophrys","Fibrophrys_sp.",100,100,100,100,100,100,100,97,93
"ASV_02024","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,30,23,22,22
"ASV_02025","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02026","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.",100,100,100,100,100,100,66,58,58
"ASV_02027",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10
"ASV_02028","Eukaryota","TSAR","Stramenopiles","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","Stramenopiles_XXXXX","Stramenopiles_XXXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02029","Eukaryota","TSAR","Stramenopiles","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02030","Eukaryota","Obazoa",NA,NA,NA,NA,NA,NA,NA,100,68,5,5,5,5,3,3,3
"ASV_02031","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_2","Acantharea_2b","Acantharea_2b_X","Acantharea_2b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02032","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,94,94,94,94,94
"ASV_02033",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3
"ASV_02034","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-7","Dino-Group-II-Clade-7_X","Dino-Group-II-Clade-7_X_sp.",100,100,100,100,100,100,85,85,85
"ASV_02035","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02036","Eukaryota","Obazoa","Opisthokonta","Opisthokonta_X","Opisthokonta_XX","Opisthokonta_XXX","Opisthokonta_XXXX","Opisthokonta_XXXXX","Opisthokonta_XXXXX_sp.",100,95,95,89,89,89,89,89,89
"ASV_02037","Eukaryota","TSAR","Stramenopiles","Gyrista",NA,NA,NA,NA,NA,98,80,79,74,15,15,15,15,12
"ASV_02038","Eukaryota","TSAR","Rhizaria","Radiolaria","RAD-B","RAD-B_X","RAD-B_X_Group-IV_X","RAD-B_X_Group-IV_XX","RAD-B_X_Group-IV_XX_sp.",100,100,100,100,100,100,87,87,87
"ASV_02039","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea",NA,NA,NA,NA,100,100,100,100,100,42,42,42,42
"ASV_02040","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB12","Labyrinthulomycetes_LAB12_X","Labyrinthulomycetes_LAB12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02041","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,99,99
"ASV_02042","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae",NA,NA,100,65,65,65,65,61,59,27,16
"ASV_02043","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02044","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadida_X","Thaumatomonadida_XX","Thaumatomonadida_XX_sp.",100,100,100,100,98,98,97,97,97
"ASV_02045","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","Tintinnidae","Tintinnidae_X","Tintinnidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02046","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02047","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02048","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",100,100,100,100,100,100,100,98,98
"ASV_02049","Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA,NA,NA,100,69,69,53,33,33,33,33,33
"ASV_02050","Eukaryota","Obazoa","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Capra","Capra_hircus",100,100,100,100,100,100,72,72,72
"ASV_02051","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Choanoeca","Choanoeca_perplexa",100,100,100,100,100,100,100,100,100
"ASV_02052","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_02053","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.",100,100,100,100,62,62,62,58,58
"ASV_02054","Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA,NA,NA,100,82,82,51,32,31,16,4,4
"ASV_02055","Eukaryota","Obazoa","Opisthokonta",NA,NA,NA,NA,NA,NA,97,54,53,22,22,22,18,12,12
"ASV_02056","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp.",100,100,100,100,58,58,58,58,58
"ASV_02057","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,99,38,35,35,35,35,35,35,22
"ASV_02058","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_didymus-2",100,100,100,100,100,100,100,100,100
"ASV_02059","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA,100,100,100,100,100,100,100,35,35
"ASV_02060","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Haptolina",NA,100,100,100,100,100,100,90,85,42
"ASV_02061","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Doliolum","Doliolum_denticulatum",100,100,100,100,100,100,100,100,96
"ASV_02062","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Doliolum","Doliolum_denticulatum",100,100,100,100,100,100,100,92,91
"ASV_02063","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02064","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,90,88,85,76,76,31,20,20
"ASV_02065","Eukaryota","TSAR","Alveolata",NA,NA,NA,NA,NA,NA,100,68,53,37,28,8,8,8,4
"ASV_02066","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-2","Dino-Group-I-Clade-2_X","Dino-Group-I-Clade-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02067","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea",NA,NA,NA,NA,100,100,100,97,97,27,27,27,20
"ASV_02068",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,16,16,16,16,16,16
"ASV_02069","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Torodiniales","Torodiniaceae","Torodinium","Torodinium_robustum",100,100,100,100,100,94,94,94,55
"ASV_02070","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Parviluciferaceae","Tuberlatum",NA,100,100,98,81,81,81,75,56,46
"ASV_02071","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3J","MAST-3J_sp.",100,100,100,100,100,100,100,100,100
"ASV_02072","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Goniomonadales","Goniomonadales_X","Goniomonas","Goniomonas_sp.",100,100,100,100,100,100,100,100,100
"ASV_02073","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,99,99,99,99,99,96,96,96
"ASV_02074","Eukaryota","TSAR","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02075","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Endomyxa_X","Endomyxa_Novel-clade-9","Endomyxa_Novel-clade-9_X","Endomyxa_Novel-clade-9_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02076","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Echinamoebida","Echinamoebida_X","Echinamoebidae","Echinamoeba","Echinamoeba_silvestris",97,67,55,55,53,53,53,53,53
"ASV_02077","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,91,26,20,16,13,3,1,1,1
"ASV_02078","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-2","MAST-2C","MAST-2C_sp.",100,100,100,100,100,100,100,93,93
"ASV_02079","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp.",100,100,100,100,100,100,100,100,100
"ASV_02080","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium","Hematodinium_sp.",100,100,100,100,100,100,100,100,100
"ASV_02081","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,86,30,19,19,16,13,13,5,1
"ASV_02082","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,88,88,88,88
"ASV_02083","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","Teleaulax_gracilis",100,99,99,99,99,99,98,81,62
"ASV_02084","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,55,51,50,50,29,29,26,26
"ASV_02085","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca","Meganyctiphanes","Meganyctiphanes_norvegica",100,100,100,100,100,100,100,73,73
"ASV_02086","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,98,26,21,16,15,15,14,14,14
"ASV_02087","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,86,86,86
"ASV_02088","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02089","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02090","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,100,100,98,62,62,62,62,62
"ASV_02091","Eukaryota","TSAR","Stramenopiles","Gyrista","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Phaeophyceae_XXX","Phaeophyceae_XXX_sp.",100,100,100,100,100,100,100,55,55
"ASV_02092","Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,99,56,56,51,35,18,18,11,3
"ASV_02093","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Marimonadida","Marimonadida_X","Marimonadida_XX","Marimonadida_XX_sp.",100,100,100,100,96,95,95,95,95
"ASV_02094","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.",100,99,99,99,59,59,51,51,51
"ASV_02095","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Botrylloides","Botrylloides_violaceus",100,100,100,100,100,100,100,57,57
"ASV_02096","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Pseudophyllomitidae","MAST-6","Mastreximonas","Mastreximonas_tlaamin",100,100,100,100,100,100,97,96,96
"ASV_02097","Eukaryota","Obazoa","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Mycale","Mycale_sp.",100,100,100,100,100,100,100,100,63
"ASV_02098","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02099","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,95,94,93,71,71,19,19,19
"ASV_02100","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.",100,100,100,100,100,67,67,67,67
"ASV_02101","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis",100,100,100,100,100,100,93,78,78
"ASV_02102","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02103","Eukaryota","TSAR","Stramenopiles","Gyrista","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.",100,100,100,100,99,99,99,99,99
"ASV_02104","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,95,94,78,75,21,21,21,15
"ASV_02105","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_7","Hartmannulidae","Hartmannulidae_X","Hartmannulidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02106","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,100,100
"ASV_02107","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II-Clade-52_XX","Dino-Group-II-Clade-52_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02108","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02109","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,99,29,20,20,7,4,4,4,3
"ASV_02110","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,100,100
"ASV_02111","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae",NA,NA,100,100,100,100,100,56,52,46,40
"ASV_02112","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA,99,97,97,97,83,83,29,21,21
"ASV_02113","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02114","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02115","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA,100,90,90,90,65,41,41,41,41
"ASV_02116","Eukaryota","Obazoa","Opisthokonta",NA,NA,NA,NA,NA,NA,94,55,55,33,6,4,2,1,1
"ASV_02117","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Watanabea-Clade","Watanabea-Clade_X","Parachloroidium","Parachloroidium_lobatum",100,100,100,100,100,100,100,85,85
"ASV_02118","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-23","Dino-Group-II-Clade-23_X","Dino-Group-II-Clade-23_X_sp.",100,100,100,100,100,100,97,97,97
"ASV_02119","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,97,97,84,84,84
"ASV_02120","Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA,NA,NA,99,88,88,76,10,10,10,10,10
"ASV_02121","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Himatismenida","Parvamoebidae","Parvamoeba","Parvamoeba_sp.",99,86,82,82,82,82,82,82,82
"ASV_02122","Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,94,67,67,67,23,13,7,1,1
"ASV_02123","Eukaryota","TSAR","Stramenopiles","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.",100,100,100,100,100,100,100,71,71
"ASV_02124","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.",100,81,81,70,61,61,61,60,60
"ASV_02125","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,95,95,92,84,84,15,15,15
"ASV_02126","Eukaryota","TSAR","Stramenopiles","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia","Pirsonia_formosa",100,100,100,100,100,100,100,94,90
"ASV_02127","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,96,92,92,71,69,36,28,11,9
"ASV_02128","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas_judraskeda",100,63,63,63,63,63,63,63,63
"ASV_02129","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.",100,100,100,100,100,100,100,73,73
"ASV_02130","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas_judraskeda",100,96,96,96,96,96,96,96,96
"ASV_02131","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_E","Stephanoecidae_Group_E_X","Stephanoecidae_Group_E_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_02132","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp.",100,100,100,100,100,98,98,98,98
"ASV_02133","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_simplex",100,100,100,100,100,100,100,100,60
"ASV_02134","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastix",NA,100,98,83,83,70,69,65,65,29
"ASV_02135","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB14","Labyrinthulomycetes_LAB14_X","Labyrinthulomycetes_LAB14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02136","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,95,12,10,9,5,5,5,5,5
"ASV_02137","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_B","Acantharea_B1","Acanthochiasma","Acanthochiasma_sp.",100,100,100,100,100,100,100,100,100
"ASV_02138","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,92,31,17,17,3,3,3,3,0
"ASV_02139","Eukaryota","Obazoa","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Vasticardium","Vasticardium_enode",100,100,100,100,100,100,100,100,61
"ASV_02140","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Plagioselmis","Plagioselmis_prolonga",100,100,100,100,100,100,100,97,97
"ASV_02141","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Anoecales","Cafeteriaceae","Cafeteria","Cafeteria_burkhardae",100,100,100,100,100,100,100,100,100
"ASV_02142","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.",100,100,100,100,80,75,67,67,67
