"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_00414","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,100,100,100,87,87,45,45,45
"ASV_00415","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_australis",100,100,100,100,100,100,100,100,100
"ASV_00416","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","Teleaulax_acuta",100,100,100,100,100,100,100,100,98
"ASV_00417","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.",100,100,100,100,100,100,67,67,67
"ASV_00418","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-47","Dino-Group-II-Clade-47_X","Dino-Group-II-Clade-47_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00419","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_sp.",100,100,100,100,100,100,100,100,100
"ASV_00420","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.",100,100,100,100,98,97,59,59,59
"ASV_00421","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00422","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_00423","Eukaryota","TSAR","Alveolata","Ciliophora",NA,NA,NA,NA,NA,96,77,77,74,29,18,18,18,18
"ASV_00424","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00425","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales","Pelagomonadales_clade_B",NA,NA,100,100,100,100,100,100,83,37,37
"ASV_00426","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00427","Eukaryota","Obazoa","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX","Labidoplax","Labidoplax_digitata",100,100,100,100,100,100,100,91,91
"ASV_00428","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_dorsalisulcum",100,100,100,100,100,100,100,98,88
"ASV_00429","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00430","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_mitra",100,100,100,100,100,100,100,100,97
"ASV_00431","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-23","Dino-Group-II-Clade-23_X","Dino-Group-II-Clade-23_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00432","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB7","Labyrinthulomycetes_LAB7_X","Labyrinthulomycetes_LAB7_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00433","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,87,87,87,86
"ASV_00434","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00435","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,97,39,37,33,33,33,33,33,33
"ASV_00436","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00437","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,100,100,100,100,100,66,65,29,29
"ASV_00438","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-26","Dino-Group-II-Clade-26_X","Dino-Group-II-Clade-26_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00439","Eukaryota","TSAR","Stramenopiles","Gyrista",NA,NA,NA,NA,NA,100,100,100,99,33,33,33,30,26
"ASV_00440","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00441","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00442","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,97,97,97
"ASV_00443","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_diadema-1",100,100,100,100,100,100,100,100,100
"ASV_00444","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,100,70,33,33
"ASV_00445","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,94,94,94,93
"ASV_00446","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_2","Picozoa_subdivision_2_X","Picozoa_subdivision_2_XX","Picozoa_subdivision_2_XXX","Picozoa_subdivision_2_XXXX","Picozoa_subdivision_2_XXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00447","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Choreotrichida_X","Choreotrichida_XX","Choreotrichida_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00448","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00449","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3K","MAST-3K_sp.",100,100,100,100,100,100,100,100,100
"ASV_00450","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nemertea","Nemertea_X","Nemertea_XX","Carinoma","Carinoma_tremaphoros",100,100,100,100,100,100,100,100,56
"ASV_00451","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7B","MAST-7B_sp.",100,100,100,100,100,100,100,100,100
"ASV_00452","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",100,100,100,100,100,100,98,98,98
"ASV_00453","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Paracalanus","Paracalanus_parvus",100,100,100,100,100,100,100,100,100
"ASV_00454","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadales_X","Pyramimonadales_XX","Pyramimonadales_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00455","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,99,97,97,96,96,30,30,21,9
"ASV_00456","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00457","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00458","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Pararosariidae","Pararosarium","Pararosarium_dinoexitiosum",100,100,100,100,100,100,100,100,100
"ASV_00459","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,86,86,86,86,86,84,84,49,49
"ASV_00460","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum",100,100,100,100,100,99,99,99,81
"ASV_00461","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2I","Chrysophyceae_Clade-EC2I_X","Chrysophyceae_Clade-EC2I_XX","Chrysophyceae_Clade-EC2I_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_00462","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Balechina","Balechina_pachydermata",100,100,100,100,100,100,100,100,100
"ASV_00463","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-15","Dino-Group-II-Clade-15_X","Dino-Group-II-Clade-15_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00464","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00465","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00466","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp.",100,100,100,100,100,100,100,74,74
"ASV_00467","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00468","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.",100,95,93,91,76,75,70,69,69
"ASV_00469","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_commoda_A2",100,100,100,100,100,100,100,100,85
"ASV_00470","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,45,45,45,45
"ASV_00471","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pseudoscourfieldiophyceae","Pseudoscourfieldiales","Pseudoscourfieldiaceae","Pseudoscourfieldiaceae-clade1","Pseudoscourfieldiaceae-clade1-sp.",100,100,100,100,100,100,100,100,100
"ASV_00472","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00473","Eukaryota","Obazoa","Opisthokonta","Metazoa","Ctenophora","Ctenophora_X","Ctenophora_XX","Pleurobrachia",NA,100,100,100,100,100,100,100,61,27
"ASV_00474","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-19","Dino-Group-II-Clade-19_X","Dino-Group-II-Clade-19_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00475","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00476","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida",NA,NA,NA,100,100,100,100,100,100,46,46,46
"ASV_00477","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00478","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp.",100,100,100,100,100,100,100,84,84
"ASV_00479","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","NASSO_1","NASSO_1_sp.",100,100,100,100,100,100,100,99,99
"ASV_00480","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7D","MAST-7D_sp.",100,100,100,100,100,100,100,100,100
"ASV_00481","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.",100,100,100,100,99,99,99,99,99
"ASV_00482","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales",NA,NA,NA,100,100,100,100,100,57,19,17,17
"ASV_00483","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","Warnowia_sp.",100,100,100,100,100,100,96,90,90
"ASV_00484","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00485","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_rubrum",100,100,100,100,100,100,100,100,92
"ASV_00486","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_C","Acantharea_C3","Litholophus","Litholophus_sp.",100,100,100,100,100,100,99,96,96
"ASV_00487","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,98,40,40,38,37,37,37,37,37
"ASV_00488","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_sp.",100,100,100,100,100,100,100,100,100
"ASV_00489","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,45,35,35,35
"ASV_00490","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,94,41,41,40,27,25,25,7,7
"ASV_00491","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,95,95,95
"ASV_00492","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00493","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,100,100
"ASV_00494","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00495","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00496","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,99,99,99,99,99,23,23,17,16
"ASV_00497","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00498","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00499","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Nanomia","Nanomia_bijuga",100,100,100,100,100,100,100,88,88
"ASV_00500","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-26","Dino-Group-II-Clade-26_X","Dino-Group-II-Clade-26_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00501","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00502","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7A","MAST-7A_sp.",100,100,100,100,100,100,100,100,100
"ASV_00503","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriacea","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00504","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,45,29,14,14
"ASV_00505","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_brevis-3",100,100,100,100,100,100,100,100,89
"ASV_00506","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_sp.",100,100,100,100,100,100,100,100,90
"ASV_00507","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00508","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00509","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_00510","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00511","Eukaryota","TSAR","Stramenopiles","Gyrista","Bolidophyceae","Parmales","Parmales_env_3","Parmales_env_3_X","Parmales_env_3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00512","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00513","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-15","Dino-Group-II-Clade-15_X","Dino-Group-II-Clade-15_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00514","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,15,15,15,15
"ASV_00515","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00516","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,99,99,96,96,96
"ASV_00517","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina",NA,NA,NA,100,100,100,100,100,56,22,14,12
"ASV_00518","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,100,25,25,19,18,18,17,17,17
"ASV_00519","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira",NA,100,100,100,100,100,100,100,87,29
"ASV_00520","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciellales_X","Florenciellales_X_sp.",100,100,100,100,100,100,100,92,92
"ASV_00521","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,13,13,13,13
"ASV_00522","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,100,100,100,100,100,73,69,41,41
"ASV_00523","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_sp.",100,100,100,100,100,92,92,89,69
"ASV_00524","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-23","Dino-Group-II-Clade-23_X","Dino-Group-II-Clade-23_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00525","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_B","Monosigidae_Group_B_X","Monosigidae_Group_B_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_00526","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,91,59,59
"ASV_00527","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Hexalonchidae","Stigmostylus","Stigmostylus_ferrusi",100,100,100,100,100,100,100,100,100
"ASV_00528","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Bicoecales","Bicoecaceae","Halocafeteria","Halocafeteria_seosinensis",100,99,98,89,87,71,71,71,71
